EqID,Equation,Framework,Domain,SourceDoc,SourceLine,Description,VerificationStatus,RelatedEqs,ExperimentalTest,Category
LE1029,δ = E[N(τ) ∨N′(τ)] τ0,Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 52","After validation of 2016 oﬃcial blocks, this triggers a diﬃ- culty adjustment that can be important. The new diﬃculty is obtained from the old one by multiplication by a factor δ < 1 given by δ = E[N(...",Theoretical,,Theoretical validation required,Derived
LE1030,are α = α1 = α0,Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 55","given by δ = E[N(τ) ∨N′(τ)] τ0 E[τ] After the diﬃculty adjustment, the new mining parameters are α = α1 = α0 δ and α′ = α′ 1 =",Theoretical,,Theoretical validation required,Derived
LE1031,δ and α′ = α′,Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 56","δ = E[N(τ) ∨N′(τ)] τ0 E[τ] After the diﬃculty adjustment, the new mining parameters are α = α1 = α0 δ and α′ = α′ 1 = α′",Theoretical,,Theoretical validation required,Derived
LE1032,N′(τ)| = 1. This can be used to compute the revenue ratio,Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 62",α′ 0 δ . The stopping time τ and the parameter δ can be computed using the relation |N(τ) − N′(τ)| = 1. This can be used to compute the revenue ratio of the strategy [7]. This analysis can also checke...,Theoretical,,Theoretical validation required,Derived
LE1033,q′ = ((1 + pq)(p −q) + pq)q −(1 −γ)p2q(p −q),Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 84","walk on N partially reﬂexive on 0. The computation of this stationnary probability proves the following Theorem: Theorem 6 ([8], 2014). The apparent hashrate of the selﬁsh miner is q′ = ((1 + pq)(p −q...",Theoretical,,Theoretical validation required,Derived
LE1034,Γ1 = q′ b,Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 89","p2q + p −q The results from [7] and [8] obtained by these diﬀerent methods, are compatible. The revenue ratio Γ1 and the ap- parent hashrate q′ are related by the following equation Γ1 = q′ b τ0 But t...",Theoretical,,Theoretical validation required,Derived
LE1035,"starts making proﬁts. For example, with q = 0.1 and γ = 0.9,",Literature,General,quantum_foam_espresso.pdf,"Page 5, Line 96","of proﬁtability regime after the diﬃculty adjustment. In par- ticular, it allows to compute the duration before running into proﬁtability for the attacker. The selﬁsh miner starts by los- ing money, t...",Theoretical,,Theoretical validation required,Derived
LE1036,"Figure 3: Comparison of HM, SM, LSM, EFSM and A-TSM.",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 3","Newsletter of the EMS – Manuscript Page 6 Figure 3: Comparison of HM, SM, LSM, EFSM and A-TSM. successfully comes from behind, catches-up and ﬁnally takes the advantage over the oﬃcial blockchain.",Theoretical,,Theoretical validation required,Derived
LE1037,"f(γ, p, q) = 1 −γ",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 59","1 A+λ  with f(γ, p, q) = 1 −γ γ ·",Theoretical,,Theoretical validation required,Derived
LE1038,"and λ = q/p, [n] = 1−λn",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 68","2q(1 − p 1 −4(1 −γ)pq) ! and λ = q/p, [n] = 1−λn 1−λ pour n ∈N, PA(λ) = 1−AλA−1+AλA+1−λ2A (1−λ)3",Theoretical,,Theoretical validation required,Derived
LE1039,"1−λ pour n ∈N, PA(λ) = 1−AλA−1+AλA+1−λ2A",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 69","p 1 −4(1 −γ)pq) ! and λ = q/p, [n] = 1−λn 1−λ pour n ∈N, PA(λ) = 1−AλA−1+AλA+1−λ2A (1−λ)3 We can plot the parameter regions where each startegy is",Theoretical,,Theoretical validation required,Derived
LE1040,Cnxn = 1 −,Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 89",C(x) = +∞ X n=0 Cnxn = 1 − √ 1 −4x,Theoretical,,Theoretical validation required,Derived
LE1041,"1 −4pq = p −q and C(pq) = 1/p, and",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 95","1 −4x 2x We observe that p 1 −4pq = p −q and C(pq) = 1/p, and this justiﬁes the deﬁnition of new probability distributions that arise in the proofs.",Theoretical,,Theoretical validation required,Derived
LE1042,P[X = n] = Cnp(pq)n .,Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 101","that arise in the proofs. Deﬁnition 8. A discrete random variable X taking integer val- ues follows a Catalan distribution of the ﬁrst type if we have, for n ≥0, P[X = n] = Cnp(pq)n . It follows a Cat...",Theoretical,,Theoretical validation required,Derived
LE1043,"0] = p and for n ≥1,",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 103","ues follows a Catalan distribution of the ﬁrst type if we have, for n ≥0, P[X = n] = Cnp(pq)n . It follows a Catalan distribution of the second type if P[X = 0] = p and for n ≥1, P[X = n] = Cn−1(pq)n ...",Theoretical,,Theoretical validation required,Derived
LE1044,P[X = n] = Cn−1(pq)n .,Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 104","for n ≥0, P[X = n] = Cnp(pq)n . It follows a Catalan distribution of the second type if P[X = 0] = p and for n ≥1, P[X = n] = Cn−1(pq)n . It follows a Catalan distribution of the third type if P[X = 0...",Theoretical,,Theoretical validation required,Derived
LE1045,It follows a Catalan distribution of the third type if P[X = 0] =,Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 105","P[X = n] = Cnp(pq)n . It follows a Catalan distribution of the second type if P[X = 0] = p and for n ≥1, P[X = n] = Cn−1(pq)n . It follows a Catalan distribution of the third type if P[X = 0] = p, P[X...",Theoretical,,Theoretical validation required,Derived
LE1046,"p, P[X = 1] = pq + pq2 and for n ≥2,",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 106","It follows a Catalan distribution of the second type if P[X = 0] = p and for n ≥1, P[X = n] = Cn−1(pq)n . It follows a Catalan distribution of the third type if P[X = 0] = p, P[X = 1] = pq + pq2 and f...",Theoretical,,Theoretical validation required,Derived
LE1047,P[X = n] = pq2Cn−1(pq)n−1 .,Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 107","0] = p and for n ≥1, P[X = n] = Cn−1(pq)n . It follows a Catalan distribution of the third type if P[X = 0] = p, P[X = 1] = pq + pq2 and for n ≥2, P[X = n] = pq2Cn−1(pq)n−1 . 7 Dyck words.",Theoretical,,Theoretical validation required,Derived
LE1048,"L < 3), we always have L = Z. The apparent hashrate q′ is",Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 131","total number of oﬃcial blocks, say L, and how many of these blocks were mined by the attacker, say Z. Then, for strategy 1 (SM), the random variable L−1 follows a Catalan distribution of the third typ...",Theoretical,,Theoretical validation required,Derived
LE1049,q′ = E[Z],Literature,General,quantum_foam_espresso.pdf,"Page 6, Line 133","(SM), the random variable L−1 follows a Catalan distribution of the third type, and except for some particular cases (when L < 3), we always have L = Z. The apparent hashrate q′ is then given by the f...",Theoretical,,Theoretical validation required,Derived
LE1050,PA(z) = P(z) −λA,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 28","probability of success of this strategy is a modiﬁcation of the probability from Theorem 1 Theorem 11 ([14], 2019). After z conﬁrmations, the proba- bility of success of an A-Nakamoto double spend is ...",Theoretical,,Theoretical validation required,Derived
LE1051,where P(z) is the probability from Theorem 1 and λ = q/p.,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 30","Theorem 11 ([14], 2019). After z conﬁrmations, the proba- bility of success of an A-Nakamoto double spend is PA(z) = P(z) −λA 1 −λA where P(z) is the probability from Theorem 1 and λ = q/p. If v is th...",Theoretical,,Theoretical validation required,Derived
LE1052,the revenue ratio ΓA = E[R]/E[τ].,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 32","PA(z) = P(z) −λA 1 −λA where P(z) is the probability from Theorem 1 and λ = q/p. If v is the amount to double spend, then we can compute the revenue ratio ΓA = E[R]/E[τ]. Theorem 12 ([14], 2019). With...",Theoretical,,Theoretical validation required,Derived
LE1053,E[RA]/b = qz,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 36","the revenue ratio ΓA = E[R]/E[τ]. Theorem 12 ([14], 2019). With the previous notations, the expected revenue and the expected duration of the A-Nakamoto double spend strategy is E[RA]/b = qz 2pI4pq(z,...",Theoretical,,Theoretical validation required,Derived
LE1054,E[TA]/τ0 = z,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 47","B(z, z) + PA(z) v b + 1  E[TA]/τ0 = z 2pI4pq(z, 1/2) + A",Theoretical,,Theoretical validation required,Derived
LE1055,with the notation [n] = 1−λn,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 55","− pz−1qz p(1 −λ) B(z, z) + 1 q with the notation [n] = 1−λn 1−λ for an integer n ≥0, and B is the classical Beta function.",Theoretical,,Theoretical validation required,Derived
LE1056, b = v0 .,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 73","q−z 2 2z−1 z  b = v0 . Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10. For example, in practice, with a 10% hashrate, q = 0.01,",Theoretical,,Theoretical validation required,Derived
LE1057,"Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10.",Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 74","2 2z−1 z  b = v0 . Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10. For example, in practice, with a 10% hashrate, q = 0.01, and only one conﬁrmation, z = 1, we need to double spend",Theoretical,,Theoretical validation required,Derived
LE1058,"For example, in practice, with a 10% hashrate, q = 0.01,",Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 75","2z−1 z  b = v0 . Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10. For example, in practice, with a 10% hashrate, q = 0.01, and only one conﬁrmation, z = 1, we need to double spend more than...",Theoretical,,Theoretical validation required,Derived
LE1059,"and only one conﬁrmation, z = 1, we need to double spend",Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 76","z  b = v0 . Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10. For example, in practice, with a 10% hashrate, q = 0.01, and only one conﬁrmation, z = 1, we need to double spend more than v0/b ...",Theoretical,,Theoretical validation required,Derived
LE1060,more than v0/b = 50 coinbases. With the actual coinbase,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 77"," b = v0 . Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10. For example, in practice, with a 10% hashrate, q = 0.01, and only one conﬁrmation, z = 1, we need to double spend more than v0/b = ...",Theoretical,,Theoretical validation required,Derived
LE1061,reward of b = 12.5 B bitcoins and the actual prize over 8.300,Literature,General,quantum_foam_espresso.pdf,"Page 7, Line 78","Figure 4: Graph of ΓA, for z = 2, v = b and A = 3, 5, 10. For example, in practice, with a 10% hashrate, q = 0.01, and only one conﬁrmation, z = 1, we need to double spend more than v0/b = 50 coinbase...",Theoretical,,Theoretical validation required,Derived
LE1062,"Additional information: Panelists, Proposers, and Recipients I NSF",Literature,General,scalar_fields_stellar_systems.pdf,"Page 1, Line 21","accept proposals in accordance with published guidelines. Please continue to watch this site for changes to NSF's operating status, reopening guidance for employees, and if necessary, general instruct...",Theoretical,,Theoretical validation required,Derived
LE1063,arXiv:1704.07561v2  [gr-qc]  18 Sep 2017,Literature,QM,scalar_tensor_gravity_arxiv.pdf,"Page 1, Line 84","wave Observatory (LIGO) [28] and next-generation ground- based detectors. Finally, in Sec. V, we discuss the main re- sults and implications of our ﬁnding, and give perspectives for future observation...",Theoretical,,Theoretical validation required,Experimental
LE1064,"we consider, thus, we set V(ϕ) = 0 in our calculation.",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 35","A(ϕ) is the (conformal) coupling function that depends on the scalar ﬁeld, ϕ. Henceforth, for simplicity, we assume that the potential, V(ϕ), is a slowly varying function that changes on scales much l...",Theoretical,,Scalar field interferometry,Derived
LE1065,µν = 2∂µϕ∂νϕ + 8πG∗,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 40","The ﬁeld equations are derived with the least-action princi- ple [7, 8] for g∗ µν and ϕ, R∗ µν = 2∂µϕ∂νϕ + 8πG∗ c4",Theoretical,,Theoretical validation required,Fundamental
LE1066,□g∗ϕ = −4πG∗,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 50","µν ! , (2) □g∗ϕ = −4πG∗ c4 α(ϕ)T∗,",Theoretical,,Theoretical validation required,Derived
LE1067,is A(ϕ) = exp,Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 64","strength between the scalar ﬁeld and the trace of the energy- momentum tensor of matter ﬁelds, α(ϕ) ≡∂ln A(ϕ)/∂ϕ. Following Damour and Esposito-Far`ese [7, 15], we con- sider a polynomial form for ln ...",Theoretical,,Scalar field interferometry,Derived
LE1068,", and denote α0 ≡α(ϕ0) = β0ϕ0",Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 68","is A(ϕ) = exp  β0ϕ2/2  , and denote α0 ≡α(ϕ0) = β0ϕ0 with ϕ0 the asymptotic value of ϕ at inﬁnity. This partic- ular scalar-tensor theory (henceforth, DEF theory) is com-",Theoretical,,Scalar field interferometry,Derived
LE1069,"ences therein). In GR, α0 = β0 = 0.",Literature,Math,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 78","nomena [14, 24]. Weak-ﬁeld Solar-system experiments, gen- erally, only probe the α0-dimension or the combination β0α2 0 in the (α0, β0) parameter space (see Refs. [10, 29] and refer- ences therein). I...",Theoretical,,Theoretical validation required,Derived
LE1070,SLy4 and |α0| = 10−5. The blue curves correspond to (from top to,Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 109","100 |αA| FIG. 1. Illustration of spontaneous scalarization in the DEF gravity, in comparison to individual binary-pulsar limits, for a NS with EOS SLy4 and |α0| = 10−5. The blue curves correspond to (...",Theoretical,,Scalar field interferometry,Derived
LE1071,"bottom) β0 = −4.5, −4.4, −4.3, and −4.2; the grey curves in between",Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 2, Line 110","|αA| FIG. 1. Illustration of spontaneous scalarization in the DEF gravity, in comparison to individual binary-pulsar limits, for a NS with EOS SLy4 and |α0| = 10−5. The blue curves correspond to (from...",Theoretical,,Scalar field interferometry,Derived
LE1072,terms to ln A(ϕ) [40] or including a mass term V(ϕ) = 2mϕϕ2,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 3, Line 42","sistent with current Solar-system observations, such cosmolo- gies require signiﬁcant ﬁne tuning of initial conditions.4 Var- ious modiﬁcations to the theory have been considered to cure this ﬁne-tuni...",Theoretical,,Theoretical validation required,Experimental
LE1073,"us assume that N pulsars (N = 1, 2, 5, see below) are used",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 4, Line 86",assume that observations with diﬀerent binary pulsars are in- dependent. We now explain how we employ the MCMC technique to get the posterior by combining binary pulsar systems. Let us assume that N p...,Theoretical,,Theoretical validation required,Experimental
LE1074,"(i = 1, · · · , N) is the Jordan-frame central matter density of",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 4, Line 97","c o , where ˜ρ(i) c (i = 1, · · · , N) is the Jordan-frame central matter density of pulsar i 6. As an initial value to the TOV solver, we also need 6 Actually, in the full calculation we need some ot...",Theoretical,,Theoretical validation required,Derived
LE1075,stant GN = G∗(1 + α2,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 5, Line 63","ear matter-scalar coupling constant, since for a weakly self- gravitating WD αA ≃α0 in the β0 range of interest.9 Further- more, we can approximate the bare gravitational constant G∗ in the above equa...",Theoretical,,Scalar field interferometry,Derived
LE1076,EOS = SLy4,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 5, Line 126",4.6 4.8 5.0 −β0 EOS = SLy4 68% CL 90% CL,Theoretical,,Theoretical validation required,Derived
LE1077,"mA = 1.70–1.73 M⊙, and NSs with EOS H4 can still be scalar-",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 7, Line 36","to scalarize strongly (i.e., acquire large eﬀective scalar cou- plings) for other values of the masses. As Fig. 5 shows, using limits at 90% CL, NSs with EOSs AP4, SLy4, and WFF2 can still have |αA| ≳...",Theoretical,,Scalar field interferometry,Derived
LE1078,αA = αB = 0 and κ = 1. Note that there is also a subdomi-,Literature,QM,scalar_tensor_gravity_arxiv.pdf,"Page 7, Line 92","V ≡[G∗(1 + αAαB) MΩ]1/3 /c . (11) The quantity κ is given in Refs. [7, 32]. In GR one has αA = αB = 0 and κ = 1. Note that there is also a subdomi- nant contribution from the scalar quadrupolar waves ...",Theoretical,,Scalar field interferometry,Derived
LE1079,"system enters the band of the GW detector, i.e., when Ω= π fin",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 7, Line 110","21504 π η−1 V−7 in (∆α)2 , (12) where Vin corresponds to V in Eq. (11) when the merging system enters the band of the GW detector, i.e., when Ω= π fin (see Refs. [16, 62] for details). In the above eq...",Theoretical,,Theoretical validation required,Derived
LE1080,metric BNS inspiral with mA = 1.25 M⊙and mB = 1.7 M⊙.,Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 72","cally changing eﬀective scalar couplings are performed in the next subsection. To obtain a rough understanding of the eﬀects of dipolar radiation, let us calculate the dephasing from GR by an asym- me...",Theoretical,,Scalar field interferometry,Derived
LE1081,"10 Hz for aLIGO, fin = 5 Hz for CE, and fin = 1 Hz for",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 83","In our study we consider the Advanced LIGO (aLIGO) detectors at design sensitivity [28], and future ground-based detectors, such as the Cosmic Explorer (CE), and the Ein- stein Telescope (ET). We use ...",Theoretical,,Theoretical validation required,Derived
LE1082,β = 1,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 108","32πη−1V−1 in σ , (14) where β = 1 12 X",Theoretical,,Theoretical validation required,Derived
LE1083,"i=A,B",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 111","where β = 1 12 X i=A,B 113 m2 i",Theoretical,,Theoretical validation required,Derived
LE1084,σ = η,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 117","i M2 + 75η ˆL · χi , (15) σ = η 48 h",Theoretical,,Theoretical validation required,Derived
LE1085,"served, PSR J1748−2446ad (P = 1.4 ms) [69], is used for both",Literature,Math,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 162","and |∆Nσ| in Table III when the (dimensionless) spin of the fastest rotating pulsar ever ob- served, PSR J1748−2446ad (P = 1.4 ms) [69], is used for both NSs 10. Even in this extreme case with |χA| = ...",Theoretical,,Theoretical validation required,Derived
LE1086,NSs 10. Even in this extreme case with |χA| = |χB| ≃0.26 (as-,Literature,Math,scalar_tensor_gravity_arxiv.pdf,"Page 8, Line 163","and |∆Nσ| in Table III when the (dimensionless) spin of the fastest rotating pulsar ever ob- served, PSR J1748−2446ad (P = 1.4 ms) [69], is used for both NSs 10. Even in this extreme case with |χA| = ...",Theoretical,,Theoretical validation required,Derived
LE1087,"luminosity distance to DL = 200 Mpc for aLIGO, CE, and",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 47","density p fS n( f) [23, 65, 66], and show in the ﬁgure also an hypothetical BNS signal. For all the studies, we ﬁx the luminosity distance to DL = 200 Mpc for aLIGO, CE, and ET. Indeed, within such a ...",Theoretical,,Theoretical validation required,Derived
LE1088,"to DL = 200 Mpc is z ≃0.0438, and we take it into account",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 59","have better sensitivities, thus will have larger SNRs for these events; besides, they will be able to detect a larger number of BNSs, including those with unfavourable orientations. Using the standard...",Theoretical,,Theoretical validation required,Derived
LE1089,"(mA = 1.25 M⊙, mB). The starting frequencies of GW detectors are",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 112","FIG. 7. The sensitivities of aLIGO, CE, and ET to |∆α| (namely the uncertainty, σ (|∆α|), obtained from the inverse Fisher matrix) are depicted with dashed lines, as a function of mB, for a pattern- a...",Theoretical,,Theoretical validation required,Derived
LE1090,labeled. Luminosity distance DL = 200 Mpc is assumed. The sen-,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 113","the uncertainty, σ (|∆α|), obtained from the inverse Fisher matrix) are depicted with dashed lines, as a function of mB, for a pattern- averaged BNS inspiral signal with rest-frame component masses (m...",Theoretical,,Theoretical validation required,Derived
LE1091,an asymmetric BNS with rest-frame masses mA = 1.25 M⊙,Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 125","ters, from where we can read their uncertainties and correla- tions [17, 62, 72, 73]. In Fig. 7 we plot in dashed lines the uncertainties in |∆α| obtained with three GW detectors (aLIGO, CE, and ET) f...",Theoretical,,Theoretical validation required,Derived
LE1092,"and mB > 1.25 M⊙, located at DL = 200 Mpc. For a BNS of",Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 126","tions [17, 62, 72, 73]. In Fig. 7 we plot in dashed lines the uncertainties in |∆α| obtained with three GW detectors (aLIGO, CE, and ET) for an asymmetric BNS with rest-frame masses mA = 1.25 M⊙ and m...",Theoretical,,Theoretical validation required,Derived
LE1093,"CE, and ET can detect its merger at 200 Mpc with ρ = 10.6,",Literature,GR,scalar_tensor_gravity_arxiv.pdf,"Page 9, Line 130","and mB > 1.25 M⊙, located at DL = 200 Mpc. For a BNS of masses, for example, (1.25 M⊙, 1.63 M⊙) which are the most probable masses for the newly discovered asymmetric double- NS binary pulsar PSR J191...",Theoretical,,Theoretical validation required,Derived
LE1094,"in the limit of large correlations [e.g., F(0.99) ≃+2, F(−0.9) ≃−1, and F(0) = 0]. On diagonal, F(ρcor = 1) diverges and is plotted in black.",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 10, Line 44","F(ρcor) FIG. 8. The correlations between six parameters, obtained from the inverse Fisher matrix in the matched-ﬁlter analysis for a BNS with rest- frame masses (1.25 M⊙, 1.63 M⊙). F(ρcor) ≡log10 (1 ...",Theoretical,,Theoretical validation required,Derived
LE1095,"its from a NS-BH inspiral for the special case of β0 = 0, i.e.",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 10, Line 113","constraining than what aLIGO is expected to obtain. For CE and ET, only inspirals with a very massive component will provide constraints that are better than present limits, for a limited range of β0 ...",Theoretical,,Theoretical validation required,Derived
LE1096,"˜h( f) = ˜hGR( f)eiΨ−1 PN(f)Θ( f−f∗) ,",Literature,QM,scalar_tensor_gravity_arxiv.pdf,"Page 12, Line 4","12 ization, Ref. [83] added a −1 PN correction modulated by a Heaviside function to a GR waveform, i.e., signals of the form ˜h( f) = ˜hGR( f)eiΨ−1 PN(f)Θ( f−f∗) , (20) where Ψ−1 PN( f) = bf −7/3, and...",Theoretical,,Theoretical validation required,Derived
LE1097,"where Ψ−1 PN( f) = bf −7/3, and b and f∗are parameters of",Literature,QM,scalar_tensor_gravity_arxiv.pdf,"Page 12, Line 6","ization, Ref. [83] added a −1 PN correction modulated by a Heaviside function to a GR waveform, i.e., signals of the form ˜h( f) = ˜hGR( f)eiΨ−1 PN(f)Θ( f−f∗) , (20) where Ψ−1 PN( f) = bf −7/3, and b ...",Theoretical,,Theoretical validation required,Derived
LE1098,"immersed, i.e. ˜αA = ˜αA(ϕ0, ϕA). Unlike in the PN treatment,",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 12, Line 62","to their PN analogs. Within the PD framework, the eﬀective scalar coupling of each NS is promoted to a function of both the asymptotic scalar ﬁeld ϕ0 and the local scalar ﬁeld in which the body is imm...",Theoretical,,Scalar field interferometry,Derived
LE1099,have ˜αA = ˜αB = ¯α.,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 12, Line 75",", (21) where precise deﬁnitions of ˜mA and ˜αA are given in Eqs. (A3) and (A4) in Ref. [27]. Note that for equal-mass binaries, we have ˜αA = ˜αB = ¯α. Following the work of Ref. [27], we compute the ...",Theoretical,,Theoretical validation required,Derived
LE1100,1 + ¯α210/3 = 1 + a1 (x −xDS) Θ (x −xDS),Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 12, Line 128",We adopt the method introduced in Ref. [26] to extract fDS. The average eﬀective scalar coupling can be closely ﬁt by the piecewise function  1 + ¯α210/3 = 1 + a1 (x −xDS) Θ (x −xDS) (24) where Θ is...,Theoretical,,Scalar field interferometry,Derived
LE1101,"corresponding GW frequency is given along the top axis, with fGW = Ω/π. Dashed vertical lines highlight the conservative detectability",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 13, Line 75","1000 fGW [Hz] FIG. 10. Mass-averaged scalar coupling as a function of orbital angular frequency for equal-mass BNS systems with masses (1.3 M⊙, 1.3 M⊙), (1.5 M⊙, 1.5 M⊙), (1.7 M⊙, 1.7 M⊙), and (1.9 M⊙...",Theoretical,,Scalar field interferometry,Derived
LE1102,"by fDS = ΩDS/π. In Ref. [27], the PD prediction was found",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 13, Line 79","corresponding GW frequency is given along the top axis, with fGW = Ω/π. Dashed vertical lines highlight the conservative detectability criterion for aLIGO that fDS ≲50 Hz, derived in Refs. [37, 83]. o...",Theoretical,,Theoretical validation required,Derived
LE1103,"BNSs at a luminosity distance DL = 200 Mpc, where",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 14, Line 206","ber of GW cycles, on the orders of O(101), O(102), and O(103), respectively (see Table III). 5. We performed a Fisher-matrix study of BNS inspiral signals using aLIGO, CE, and ET. We found that for BN...",Theoretical,,Theoretical validation required,Derived
LE1104,"ET [65]. Thus, in Eq. (A2) we choose fmin = 10 Hz, 5 Hz,",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 15, Line 59","For all calculations in Sec. IV A, we use the design zero- detuned high-power noise PSD, starting from 10 Hz for aLIGO [66], the target noise PSD, starting from 5 Hz for CE [23], and the ET-D noise PS...",Theoretical,,Theoretical validation required,Derived
LE1105,"˜h( f) = A f −7/6eiΨ(f) ,",Literature,QM,scalar_tensor_gravity_arxiv.pdf,"Page 15, Line 86","For the nonspinning BNS inspiraling waveform in the Fourier domain, we use a restricted waveform with the leading-order term in amplitude, A, and up to 3.5 PN terms in the phase, Ψ( f) [17, 62, 67], ˜...",Theoretical,,Theoretical validation required,Derived
LE1106,Ψ( f) = 2π ftc −Φc −π,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 15, Line 88","leading-order term in amplitude, A, and up to 3.5 PN terms in the phase, Ψ( f) [17, 62, 67], ˜h( f) = A f −7/6eiΨ(f) , (A4) Ψ( f) = 2π ftc −Φc −π 4 + 3",Theoretical,,Theoretical validation required,Derived
LE1107,"erence time and phase respectively, and γE = 0.577216 . . . is",Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 15, Line 146",", (A5) where u ≡πGM f/c3, A ∝M5/6/DL with the chirp mass M ≡η3/5M and the luminosity distance DL, tc and Φc are ref- erence time and phase respectively, and γE = 0.577216 . . . is the Euler constant. ...",Theoretical,,Theoretical validation required,Derived
LE1108,"∂ln A = ˜h( f) ,",Literature,QM,scalar_tensor_gravity_arxiv.pdf,"Page 16, Line 9","partial derivatives of the frequency-domain waveform (A4). They read (notice that, when calculating derivatives, u de- pends on both η and M), ∂˜h( f) ∂ln A = ˜h( f) , (A6) ∂˜h( f)",Theoretical,,Theoretical validation required,Derived
LE1109,∂ln η = i,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 16, Line 12","∂˜h( f) ∂ln A = ˜h( f) , (A6) ∂˜h( f) ∂ln η = i ηu−5/3 (",Theoretical,,Theoretical validation required,Derived
LE1110,∂ln M = i,Literature,General,scalar_tensor_gravity_arxiv.pdf,"Page 16, Line 67","u7/3 ) ˜h( f) , ∂˜h( f) ∂ln M = i ηu−5/3 (",Theoretical,,Theoretical validation required,Derived
